price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed,vehicle_age
16999,2010,toyota 4runner,excellent,6,gas,111932,automatic,SUV,white,0,2018-12-04,84,8
15999,2013,dodge charger,excellent,6,gas,70465,automatic,sedan,black,0,2018-07-31,45,5
16999,2006,chevrolet corvette,excellent,8,gas,91724,automatic,convertible,unknown,0,2018-10-29,16,12
18999,2004,chevrolet corvette,excellent,8,gas,92482,manual,coupe,red,0,2018-12-12,63,14
7999,2005,cadillac escalade,excellent,8,gas,135961,automatic,SUV,unknown,1,2018-06-07,3,13
16999,2015,subaru outback,excellent,4,gas,99046,automatic,SUV,green,1,2019-02-11,7,4
12999,2011,ford f-150,excellent,8,gas,149328,automatic,pickup,grey,1,2018-10-15,22,7
10999,2011,jeep grand cherokee,excellent,6,gas,153218,automatic,SUV,green,1,2018-07-11,46,7
12999,2011,ford f-150,excellent,8,gas,168336,automatic,pickup,grey,1,2018-05-04,18,7
10999,2011,ram 1500,excellent,8,gas,149592,automatic,pickup,silver,1,2019-03-17,77,8
7999,2007,dodge charger,excellent,8,gas,94437,automatic,sedan,silver,0,2018-06-28,6,11
12999,2008,ram 1500,excellent,8,gas,122604,automatic,pickup,silver,1,2018-06-13,8,10
9999,2014,ford fusion,excellent,4,gas,129876,automatic,sedan,unknown,1,2018-06-14,16,4
9999,2012,chrysler 300,excellent,6,gas,144652,automatic,sedan,black,0,2018-10-26,58,6
16999,2012,ram 1500,excellent,8,gas,106610,automatic,pickup,black,0,2019-03-12,1,7
11999,2008,ram 1500,excellent,8,gas,152862,automatic,pickup,black,1,2019-01-08,30,11
8888,2008,bmw x5,excellent,6,gas,122901,automatic,SUV,silver,1,2018-09-30,29,10
7999,2009,nissan murano,excellent,6,gas,139668,automatic,SUV,grey,1,2019-01-04,58,10
6100,2007,nissan murano,excellent,6,gas,105000,automatic,SUV,black,1,2018-10-31,32,11
3000,1994,chevrolet silverado,good,8,gas,285000,automatic,pickup,red,0,2019-01-09,18,25
7795,2013,toyota corolla,excellent,4,gas,120771,manual,sedan,grey,0,2018-11-15,64,5
23499,2016,chevrolet camaro,like new,6,gas,15000,manual,coupe,grey,0,2019-01-28,8,3
14500,2003,ram 2500,good,6,diesel,198000,automatic,pickup,white,1,2018-08-09,39,15
12000,2016,ford fusion se,like new,4,gas,98560,automatic,sedan,unknown,0,2018-12-09,56,2
4900,2011,ford focus se,excellent,4,gas,108100,automatic,sedan,silver,0,2018-05-08,26,7
4600,2006,jeep grand cherokee laredo,good,6,gas,137671,automatic,SUV,grey,1,2018-09-19,39,12
20000,2015,jeep grand cherokee,excellent,6,gas,48000,automatic,SUV,black,1,2018-08-11,79,3
5500,2008,subaru outback,good,6,gas,135000,manual,wagon,unknown,1,2019-03-28,19,11
3200,2005,chevrolet trailblazer,like new,6,gas,113000,automatic,SUV,unknown,0,2018-09-30,50,13
6250,1996,jeep grand cherokee laredo,good,8,gas,197500,automatic,SUV,unknown,1,2018-08-13,67,22
10500,1999,ford f250,good,8,diesel,150000,automatic,truck,white,1,2018-12-12,20,19
12625,2015,nissan altima,excellent,4,gas,55000,automatic,sedan,grey,0,2018-11-26,9,3
16695,2012,ford f150,excellent,8,gas,110000,automatic,truck,white,1,2018-08-25,17,6
7250,2017,nissan versa,excellent,4,gas,73000,automatic,sedan,white,0,2019-03-10,66,2
5400,2010,toyota camry,good,6,gas,125000,automatic,sedan,unknown,0,2018-06-19,28,8
14900,2014,chevrolet traverse,good,6,gas,64000,automatic,SUV,white,0,2018-10-20,206,4
14977,2008,toyota tacoma,excellent,6,gas,126865,automatic,truck,white,0,2019-02-09,44,11
14995,2012,buick enclave,excellent,6,gas,68762,automatic,SUV,red,1,2018-09-15,78,6
9900,2004,ford f350 super duty,good,8,diesel,177500,automatic,truck,white,1,2019-02-19,17,15
3300,2000,jeep grand cherokee,excellent,6,gas,140,automatic,SUV,grey,1,2018-08-07,12,18
5000,2003,cadillac escalade,excellent,8,gas,160000,automatic,SUV,black,0,2018-11-28,28,15
19900,2013,chevrolet silverado 2500hd,excellent,8,gas,99840,automatic,truck,white,1,2019-01-16,13,6
7745,2014,subaru impreza,excellent,4,gas,109757,automatic,wagon,red,1,2019-04-15,39,5
9850,2014,ford edge,good,6,gas,63251,automatic,SUV,unknown,0,2018-11-14,24,4
5199,2013,nissan sentra,good,4,gas,120000,automatic,sedan,silver,0,2018-06-07,59,5
10000,2015,chevrolet camaro,like new,6,gas,65000,automatic,coupe,black,0,2019-01-10,49,4
3995,2008,ford edge,excellent,6,gas,140000,automatic,SUV,unknown,0,2018-07-17,25,10
36900,2019,ford f-150,like new,8,gas,14151,automatic,truck,silver,1,2019-02-20,13,0
2500,1997,dodge dakota,fair,8,gas,165000,automatic,pickup,unknown,1,2018-11-22,69,21
32900,2018,chevrolet silverado 1500,like new,8,gas,12178,automatic,truck,grey,1,2018-07-29,43,0
42995,2018,jeep wrangler,like new,6,gas,13137,automatic,SUV,orange,1,2018-07-11,37,0
47950,2018,chevrolet corvette,excellent,8,gas,35398,automatic,coupe,red,0,2018-10-02,14,0
4750,2003,subaru forester,excellent,4,gas,139000,automatic,SUV,red,1,2019-01-03,53,16
3800,2002,ford f-150,good,8,gas,145000,automatic,truck,grey,0,2018-10-14,19,16
38849,2008,gmc yukon,excellent,8,gas,140000,automatic,SUV,black,1,2018-11-28,20,10
12745,2012,bmw x5,excellent,6,gas,110000,automatic,SUV,black,1,2018-12-02,18,6
3901,2001,honda accord,excellent,4,gas,179183,automatic,sedan,unknown,0,2018-08-18,7,17
5910,2010,ford focus se,excellent,4,gas,151480,automatic,sedan,silver,0,2019-01-13,15,9
31000,2016,dodge grand caravan,excellent,6,gas,27200,automatic,van,red,0,2018-05-28,20,2
7500,2002,gmc sierra 1500,excellent,8,gas,115817,automatic,truck,unknown,1,2019-04-15,51,17
41526,2018,ram 1500,like new,8,gas,432,automatic,truck,black,1,2018-09-04,31,0
38989,2018,jeep grand cherokee,excellent,8,gas,18328,automatic,SUV,brown,1,2018-12-08,90,0
9999,2015,honda civic lx,excellent,4,gas,86000,automatic,sedan,silver,0,2018-12-29,8,3
11995,2012,nissan rogue,good,4,gas,42761,automatic,SUV,grey,1,2018-06-16,14,6
3500,2002,chevrolet suburban,good,8,gas,160000,automatic,truck,grey,1,2018-08-12,33,16
4910,2010,ford focus se,excellent,4,gas,127168,automatic,sedan,unknown,0,2019-04-12,63,9
14900,2017,chrysler 200,excellent,4,gas,80903,automatic,sedan,black,0,2018-07-25,44,1
15500,2017,ford escape,good,4,gas,50160,automatic,SUV,brown,1,2019-02-12,137,2
14990,2014,chrysler 300,excellent,6,gas,90000,automatic,sedan,black,1,2019-04-02,26,5
12990,2015,toyota camry,excellent,4,gas,79212,automatic,sedan,white,0,2018-07-12,64,3
15990,2013,honda pilot,excellent,6,gas,109473,automatic,SUV,black,1,2018-06-24,5,5
11500,2012,kia sorento,excellent,4,gas,104174,automatic,SUV,unknown,1,2019-03-29,54,7
9200,2008,honda pilot,excellent,6,gas,147191,automatic,SUV,blue,1,2019-02-18,71,11
19500,2011,chevrolet silverado 1500,excellent,8,gas,128413,automatic,pickup,black,1,2018-08-21,18,7
9900,2012,honda cr-v,excellent,4,gas,72500,automatic,SUV,red,1,2018-12-04,6,6
8990,2012,honda accord,excellent,4,gas,110000,automatic,sedan,grey,0,2018-12-05,47,6
18990,2012,ram 1500,excellent,8,gas,140742,automatic,pickup,unknown,1,2018-08-22,117,6
16500,2018,hyundai sonata,excellent,4,gas,20674,automatic,sedan,silver,0,2018-06-17,5,0
12990,2009,gmc yukon,excellent,8,gas,131565,automatic,SUV,unknown,1,2019-03-09,30,10
17990,2013,ram 1500,excellent,8,gas,133100,automatic,pickup,unknown,1,2018-05-24,7,5
14990,2010,ram 1500,excellent,8,gas,130725,automatic,pickup,red,1,2018-07-09,29,8
13990,2014,jeep cherokee,excellent,6,gas,90000,automatic,SUV,red,1,2018-12-09,23,4
12500,2013,chevrolet traverse,excellent,6,gas,128325,automatic,SUV,white,1,2018-12-22,36,5
13990,2018,hyundai elantra,excellent,4,gas,20674,automatic,sedan,red,0,2018-06-24,26,0
6990,2005,chevrolet tahoe,excellent,8,gas,147485,automatic,SUV,silver,1,2018-11-13,27,13
8900,2010,honda cr-v,excellent,6,gas,74500,automatic,SUV,unknown,1,2018-09-06,26,8
3000,1999,dodge dakota,good,6,gas,170000,automatic,pickup,purple,0,2018-12-17,80,19
11488,2011,kia sorento,good,6,gas,75900,automatic,SUV,silver,1,2018-08-10,55,7
8288,2012,volkswagen jetta,good,4,gas,110000,automatic,sedan,blue,0,2018-05-28,32,6
21400,2014,ford f150 supercrew cab xlt,good,8,gas,94321,other,pickup,black,1,2019-02-13,53,5
9800,1998,ram 2500,excellent,6,diesel,227000,manual,pickup,unknown,0,2018-09-15,13,20
14977,2014,nissan frontier,excellent,6,gas,90007,automatic,truck,blue,0,2019-03-21,39,5
8500,2016,honda civic,good,4,gas,8500,automatic,sedan,unknown,0,2018-06-28,33,2
36000,2012,ford f-250,excellent,8,diesel,110000,automatic,pickup,white,1,2019-03-25,30,7
6500,2014,honda civic,good,4,gas,205883,automatic,sedan,silver,0,2019-02-03,24,5
3950,2008,toyota sienna,excellent,6,gas,204000,automatic,mini-van,silver,0,2018-10-20,5,10
4500,2006,toyota corolla,excellent,4,gas,139900,automatic,sedan,unknown,0,2018-11-02,32,12
7914,2014,ford focus se,excellent,4,gas,118878,automatic,sedan,red,0,2018-12-04,29,4
7913,2013,ford focus,excellent,4,gas,99087,automatic,sedan,blue,0,2018-08-21,16,5
16000,2008,ford f-250,good,8,diesel,99500,automatic,pickup,unknown,1,2018-06-13,64,10
46295,2015,chevrolet corvette,like new,8,gas,9000,automatic,coupe,white,0,2018-09-11,60,3
13500,2016,jeep cherokee,good,6,gas,86800,automatic,SUV,black,0,2019-04-13,12,3
7900,2010,honda cr-v,excellent,6,gas,76500,automatic,SUV,black,1,2018-10-13,13,8
32468,2013,chevrolet silverado 2500hd,excellent,8,diesel,117573,automatic,truck,silver,1,2018-12-04,10,5
12995,2015,jeep cherokee,good,4,gas,63616,automatic,SUV,red,0,2018-06-07,61,3
6906,2007,toyota rav4,excellent,4,gas,168517,automatic,SUV,unknown,1,2018-12-21,39,11
5707,2007,ford fusion se,excellent,6,gas,152381,automatic,sedan,silver,1,2019-03-06,20,12
12908,2008,chevrolet silverado,excellent,8,gas,138850,automatic,truck,silver,1,2018-10-04,64,10
7910,2010,ford explorer,excellent,6,gas,162301,automatic,SUV,white,1,2018-05-16,7,8
7910,2010,toyota prius,excellent,4,gas,162749,automatic,hatchback,silver,0,2018-11-22,154,8
12911,2011,gmc sierra 1500,excellent,8,gas,196241,automatic,truck,silver,1,2019-02-25,24,8
7910,2010,chrysler town & country,excellent,6,gas,103065,automatic,mini-van,unknown,0,2018-05-30,13,8
13904,2011,chevrolet silverado,excellent,8,diesel,206927,automatic,truck,red,1,2018-11-19,42,7
6000,2005,acura tl,good,6,gas,166000,automatic,sedan,white,0,2019-01-31,14,14
12950,2011,ford f-150,excellent,8,gas,123025,automatic,truck,silver,1,2018-07-08,25,7
12700,2011,bmw x5,excellent,6,gas,83150,automatic,SUV,silver,1,2018-12-07,26,7
3901,2001,honda accord,excellent,4,gas,188344,automatic,sedan,white,0,2018-11-11,22,17
6500,2004,ford mustang,excellent,8,gas,132000,automatic,coupe,grey,0,2018-05-04,11,14
16689,2011,ford f-150,excellent,8,gas,104818,automatic,truck,unknown,1,2019-01-10,22,8
30800,2016,chevrolet silverado 1500 crew,good,8,gas,89998,automatic,pickup,unknown,1,2018-09-25,25,2
27775,2014,ford f-150,excellent,6,gas,44903,automatic,pickup,unknown,1,2018-09-18,39,4
12752,2009,jeep wrangler,excellent,6,gas,155500,manual,convertible,yellow,1,2019-03-16,20,10
5500,2009,toyota tacoma,fair,4,gas,215000,automatic,truck,white,0,2018-07-11,5,9
7990,2013,buick enclave,excellent,6,gas,165019,automatic,SUV,grey,1,2018-10-07,17,5
7800,2001,ford f350 super duty,good,8,diesel,277512,automatic,sedan,red,1,2019-02-21,54,18
2500,1999,subaru outback,good,4,gas,185200,automatic,wagon,blue,0,2018-12-31,50,19
12995,2013,ford edge,excellent,6,gas,103485,automatic,SUV,brown,1,2019-02-26,11,6
8900,2015,ford escape,good,4,gas,108701,automatic,SUV,grey,0,2019-03-30,117,4
5995,2006,jeep grand cherokee laredo,like new,6,gas,120000,automatic,SUV,unknown,1,2019-01-26,142,13
7500,2004,gmc sierra 1500,excellent,8,gas,132600,automatic,truck,red,1,2019-01-04,4,15
11499,2012,chevrolet equinox,excellent,4,gas,105516,automatic,SUV,red,1,2018-06-09,39,6
39900,2018,chevrolet silverado 2500hd,like new,8,diesel,108385,automatic,truck,unknown,1,2018-08-28,12,0
11900,2008,ford f250 super duty,good,8,gas,120971,automatic,pickup,white,0,2018-06-18,0,10
12900,2008,chevrolet silverado 2500hd,good,8,gas,113293,automatic,pickup,white,1,2018-10-09,9,10
4500,2002,honda accord,excellent,4,gas,114000,automatic,sedan,black,0,2019-01-19,6,17
9900,2015,chevrolet silverado 1500,good,8,gas,175340,automatic,pickup,red,0,2018-05-18,77,3
28900,2017,ford f150 supercrew cab xlt,good,6,gas,49225,automatic,pickup,white,1,2018-09-22,26,1
9900,2011,chevrolet silverado 2500hd,good,8,gas,123025,automatic,pickup,silver,1,2018-08-03,64,7
16999,2015,jeep cherokee,like new,4,gas,78285,automatic,SUV,red,0,2018-06-23,42,3
7500,2009,honda accord,good,4,gas,131565,automatic,sedan,grey,0,2018-08-16,21,9
11900,2011,chevrolet silverado 1500,good,8,gas,158268,automatic,pickup,white,1,2018-06-26,39,7
13900,2016,ford f250 super duty,good,8,diesel,187846,automatic,truck,white,0,2019-02-19,34,3
6900,2012,ford focus,good,4,gas,114109,automatic,sedan,unknown,0,2018-08-23,10,6
7900,2009,toyota rav4,good,4,gas,131565,automatic,SUV,unknown,0,2019-03-04,47,10
8900,2013,ford escape,good,4,gas,137061,automatic,SUV,silver,0,2018-06-22,35,5
7000,2014,toyota camry,good,4,gas,90000,automatic,sedan,grey,0,2018-05-24,11,4
21400,2014,ford f150 supercrew cab xlt,good,8,gas,94321,other,pickup,unknown,1,2018-05-07,8,4
9700,2000,ford f250 super duty,good,8,diesel,175000,automatic,truck,unknown,1,2019-01-19,29,19
7900,2012,gmc acadia,excellent,6,gas,74500,automatic,SUV,silver,1,2018-09-24,41,6
11900,2015,gmc acadia,excellent,6,gas,48400,automatic,SUV,silver,1,2019-02-05,71,4
17995,2014,honda pilot,excellent,6,gas,90000,automatic,SUV,grey,0,2019-01-04,24,5
15995,2011,chevrolet silverado 1500,excellent,8,gas,123025,automatic,pickup,grey,1,2019-01-13,39,8
12995,2016,hyundai sonata,excellent,4,gas,100622,automatic,sedan,red,0,2019-02-07,55,3
19995,2012,ford f-150,excellent,8,gas,82102,automatic,pickup,white,1,2018-08-08,51,6
10995,2016,nissan versa,excellent,4,gas,89890,automatic,sedan,unknown,0,2018-12-11,21,2
18995,2014,jeep grand cherokee,excellent,6,gas,66825,automatic,SUV,grey,1,2018-10-30,29,4
16995,2016,dodge charger,excellent,6,gas,90595,automatic,sedan,black,0,2018-05-24,23,2
43999,2016,ford f-250 sd,excellent,10,gas,53998,other,truck,black,1,2018-10-22,53,2
21900,2016,nissan frontier crew cab sv,good,6,gas,4998,other,pickup,white,0,2018-05-10,50,2
16096,2015,chevrolet silverado 1500,excellent,8,gas,62358,automatic,truck,red,0,2019-04-12,7,4
9995,2013,volkswagen passat,excellent,5,gas,85010,automatic,sedan,unknown,0,2019-03-12,51,6
13995,2017,nissan sentra,excellent,4,gas,69125,automatic,sedan,white,0,2018-10-20,46,1
10500,2011,gmc sierra 1500,good,8,gas,123025,automatic,truck,brown,1,2018-08-23,142,7
7914,2014,ford focus se,excellent,4,gas,90000,automatic,sedan,unknown,0,2018-10-12,105,4
8500,2008,gmc yukon,excellent,8,gas,140000,automatic,SUV,unknown,1,2019-04-01,18,11
12000,2013,chevrolet suburban,excellent,8,gas,179000,automatic,SUV,blue,1,2019-03-10,95,6
5707,2007,ford fusion se,excellent,6,gas,152381,automatic,sedan,silver,1,2019-02-09,84,12
36500,2012,chevrolet silverado 2500hd,excellent,8,diesel,62800,automatic,truck,black,1,2019-03-09,14,7
8000,2007,gmc yukon,excellent,8,gas,180000,automatic,SUV,black,1,2018-09-23,23,11
19700,2017,chevrolet camaro lt coupe 2d,good,6,gas,35807,other,coupe,unknown,0,2018-06-05,86,1
15000,2008,ford edge,excellent,4,gas,20796,automatic,SUV,white,1,2018-11-24,48,10
3995,2015,nissan altima,good,4,gas,40772,automatic,sedan,silver,0,2018-08-19,40,3
9100,2014,kia soul,excellent,4,gas,88000,automatic,hatchback,silver,0,2018-08-20,24,4
5500,2001,jeep cherokee,good,6,gas,153000,automatic,SUV,blue,1,2018-05-26,11,17
2500,2009,honda civic lx,excellent,3,hybrid,250000,automatic,sedan,grey,0,2019-02-06,29,10
6900,2010,gmc acadia,excellent,6,gas,82500,automatic,SUV,black,1,2018-09-26,26,8
2500,2009,chevrolet tahoe,good,8,gas,165000,automatic,SUV,unknown,1,2018-08-08,27,9
6900,2010,gmc acadia,excellent,6,gas,76400,automatic,SUV,unknown,1,2018-08-11,119,8
2300,1999,honda civic,good,4,gas,153000,manual,coupe,silver,0,2018-08-11,14,19
19950,2018,gmc sierra 1500,like new,8,gas,16000,automatic,pickup,white,0,2018-11-24,35,0
6500,2009,gmc acadia,excellent,6,gas,131565,automatic,SUV,white,1,2018-09-10,28,9
9500,2008,jeep wrangler,good,6,gas,160000,manual,SUV,unknown,1,2019-01-23,35,11
2900,2001,chevrolet silverado 1500,good,8,gas,203966,automatic,truck,blue,1,2018-12-05,33,17
38000,2015,ford f-250,like new,8,gas,62000,automatic,truck,white,1,2019-04-11,8,4
5500,2012,nissan rogue,good,4,gas,125000,automatic,SUV,silver,1,2018-12-27,35,6
8500,2001,gmc sierra 1500,excellent,8,gas,186000,automatic,truck,orange,1,2019-01-26,7,18
10499,2016,ram 1500,excellent,8,gas,216615,automatic,truck,white,1,2019-04-03,26,3
13900,2006,chevrolet silverado 1500,excellent,8,gas,152000,automatic,truck,white,1,2019-03-03,77,13
9300,2001,jeep wrangler,excellent,6,gas,139640,manual,other,white,1,2018-05-16,28,17
4500,2001,gmc sierra,good,6,gas,127000,automatic,truck,white,0,2018-12-18,30,17
5950,2014,honda civic,good,4,gas,122000,automatic,sedan,grey,0,2019-02-10,23,5
10500,2010,bmw x5,excellent,8,gas,104532,automatic,SUV,grey,1,2018-06-29,7,8
18995,2018,toyota corolla,like new,4,gas,2800,automatic,sedan,black,0,2018-10-08,60,0
22900,2014,ford f150 supercrew cab xlt,good,6,gas,73711,automatic,pickup,white,1,2019-02-15,15,5
19000,2014,ford f-150,excellent,8,gas,127000,automatic,truck,white,1,2019-03-05,41,5
11995,2013,chevrolet malibu,excellent,4,gas,79762,automatic,sedan,black,0,2018-07-02,16,5
11008,2015,chevrolet tahoe,like new,8,gas,78285,automatic,SUV,silver,1,2018-05-28,16,3
21400,2013,ford f150 supercrew cab xlt,good,6,gas,89987,other,pickup,black,1,2019-01-06,36,6
15900,2010,chevrolet tahoe,excellent,8,gas,127168,automatic,SUV,black,1,2018-06-06,62,8
15900,2013,cadillac escalade,excellent,8,gas,141984,automatic,SUV,silver,1,2019-01-15,30,6
24100,2013,chevrolet silverado 1500 crew,good,8,gas,55315,other,pickup,white,1,2018-05-25,51,5
7995,2005,ram 1500,excellent,8,gas,97000,automatic,pickup,silver,1,2018-07-16,26,13
24900,2016,toyota tacoma,excellent,6,gas,18000,automatic,pickup,black,1,2019-02-26,40,3
12500,2013,chrysler town & country,like new,6,gas,72300,automatic,mini-van,blue,0,2018-11-18,36,5
42900,2018,chevrolet silverado 3500hd,like new,8,gas,34777,automatic,truck,white,1,2018-09-23,42,0
21900,2008,chevrolet silverado 3500hd,excellent,8,diesel,203000,automatic,truck,white,1,2018-11-20,27,10
10500,2014,ford focus,excellent,4,gas,33700,automatic,hatchback,custom,0,2018-10-08,46,4
4500,2007,ford f150,fair,8,gas,238000,automatic,pickup,red,1,2018-05-04,19,11
2500,1998,nissan frontier,fair,4,gas,289000,automatic,truck,black,0,2018-08-08,63,20
8200,2011,nissan rogue,excellent,4,gas,82000,automatic,SUV,brown,1,2019-01-14,84,8
29900,2015,ford f-250,like new,8,diesel,99258,automatic,pickup,black,1,2018-09-28,35,3
6500,2009,ford mustang,good,6,gas,120000,automatic,coupe,red,0,2018-09-01,39,9
27900,2015,gmc sierra 1500,like new,8,gas,50532,automatic,truck,red,1,2018-11-27,30,3
23985,2018,dodge charger,like new,6,gas,9558,automatic,sedan,unknown,0,2018-06-19,38,0
29875,2018,ford f150 supercrew cab xlt,like new,6,other,11132,automatic,truck,blue,1,2018-12-05,44,0
15900,2011,gmc sierra 1500,excellent,8,gas,157000,automatic,truck,grey,1,2018-08-22,52,7
5995,2004,toyota sienna,good,6,gas,146990,automatic,van,brown,0,2018-12-09,50,14
9495,2011,subaru outback,excellent,6,gas,163770,automatic,SUV,grey,1,2018-05-12,38,7
11500,1982,chevrolet corvette,excellent,8,gas,101000,automatic,coupe,unknown,0,2018-06-30,32,36
11995,2010,honda pilot,good,6,gas,127168,automatic,SUV,red,1,2019-02-06,42,9
36000,2013,ram 2500,good,8,diesel,99500,automatic,pickup,white,1,2018-06-01,20,5
11000,2012,subaru forester,excellent,4,gas,131593,automatic,SUV,unknown,1,2018-10-12,64,6
5000,2002,ford mustang,good,8,gas,145000,manual,coupe,red,0,2018-07-05,6,16
1300,1995,ford ranger,fair,6,gas,209000,manual,truck,green,1,2018-06-15,49,23
17900,2013,gmc acadia,like new,6,gas,99840,automatic,SUV,white,0,2018-12-05,102,5
4950,1974,chevrolet corvette,good,8,gas,29000,automatic,coupe,blue,0,2018-07-21,103,44
5890,2003,toyota tundra,excellent,6,gas,89444,automatic,pickup,white,0,2018-09-26,10,15
6900,2006,toyota tundra,good,6,gas,103000,manual,truck,grey,0,2018-11-21,15,12
5500,2011,nissan murano,excellent,6,gas,124000,automatic,SUV,black,0,2019-04-17,12,8
21000,2007,chevrolet corvette,like new,8,gas,50700,automatic,coupe,blue,0,2018-09-28,32,11
6000,2009,honda civic,excellent,4,gas,183748,automatic,sedan,blue,0,2018-12-08,96,9
